date,user_id,plan,mrr,status,country,signup_date
2025-12-07,u0216,free,0,active,USA,2025-11-02
2025-12-07,u0217,pro,29,active,Spain,2025-11-03
2025-12-07,u0218,pro,29,active,Japan,2025-11-10
2025-12-07,u0219,free,0,churned,Germany,2025-10-29
2025-12-07,u0221,pro,0,churned,Spain,2025-11-10
2025-12-07,u0223,pro,29,active,Brazil,2025-10-25
2025-12-07,u0224,pro,29,active,Mexico,2025-11-10
2025-12-07,u0225,free,0,churned,USA,2025-10-20
2025-12-07,u0226,free,0,active,USA,2025-10-31
2025-12-07,u0227,free,0,active,Spain,2025-10-15
2025-12-07,u0232,pro,29,active,France,2025-11-07
2025-12-07,u0234,free,0,active,Japan,2025-11-21
2025-12-07,u0235,pro,29,active,Japan,2025-11-22
2025-12-07,u0238,free,0,active,UK,2025-11-08
2025-12-07,u0239,free,0,active,USA,2025-11-14
2025-12-07,u0240,free,0,active,UK,2025-11-13
2025-12-07,u0242,free,0,active,Brazil,2025-11-08
2025-12-07,u0243,free,0,active,UK,2025-11-18
2025-12-07,u0245,free,0,active,UK,2025-10-10
2025-12-07,u0246,free,0,active,USA,2025-11-19
2025-12-07,u0247,pro,0,churned,Brazil,2025-11-03
2025-12-07,u0249,pro,29,active,USA,2025-10-18
2025-12-07,u0250,free,0,active,USA,2025-11-16
2025-12-07,u0252,pro,0,trial,USA,2025-12-01
2025-12-07,u0254,free,0,active,USA,2025-11-26
2025-12-07,u0256,pro,29,active,USA,2025-11-17
2025-12-07,u0258,free,0,active,USA,2025-11-08
2025-12-07,u0260,enterprise,299,active,USA,2025-11-16
2025-12-07,u0262,pro,29,active,UK,2025-11-03
2025-12-07,u0264,free,0,churned,France,2025-11-20
2025-12-07,u0265,pro,29,active,Japan,2025-10-05
2025-12-07,u0266,free,0,active,Spain,2025-11-22
2025-12-07,u0267,free,0,active,France,2025-12-03
2025-12-07,u0268,pro,29,active,Brazil,2025-11-13
2025-12-07,u0269,pro,29,active,Mexico,2025-10-21
2025-12-07,u0271,free,0,active,Germany,2025-12-02
2025-12-07,u0272,enterprise,0,churned,France,2025-11-05
2025-12-07,u0273,pro,29,active,USA,2025-10-25
2025-12-07,u0274,free,0,active,Japan,2025-12-06
2025-12-07,u0277,free,0,active,France,2025-10-22
2025-12-07,u0278,enterprise,299,active,USA,2025-11-14
2025-12-07,u0279,enterprise,0,churned,USA,2025-11-22
2025-12-07,u0280,free,0,active,Mexico,2025-11-15
2025-12-07,u0281,pro,29,active,France,2025-11-08
2025-12-07,u0282,enterprise,299,active,Brazil,2025-11-16
2025-12-07,u0284,free,0,active,UK,2025-11-02
2025-12-07,u0285,free,0,active,Spain,2025-12-01
2025-12-07,u0286,free,0,trial,France,2025-11-26
2025-12-07,u0287,free,0,active,USA,2025-10-16
2025-12-07,u0288,free,0,active,USA,2025-10-22
2025-12-07,u0290,enterprise,0,churned,USA,2025-11-09
2025-12-07,u0291,free,0,churned,Spain,2025-10-09
2025-12-07,u0292,pro,0,churned,Germany,2025-10-31
2025-12-07,u0293,free,0,active,USA,2025-12-04
2025-12-07,u0294,pro,29,active,UK,2025-11-20
2025-12-07,u0295,free,0,active,USA,2025-10-22
2025-12-07,u0299,free,0,active,USA,2025-10-08
2025-12-07,u0300,enterprise,299,active,France,2025-11-03
2025-12-07,u0302,free,0,active,Brazil,2025-11-27
2025-12-07,u0303,enterprise,299,active,USA,2025-10-31
2025-12-07,u0306,free,0,active,Spain,2025-11-18
2025-12-07,u0307,free,0,churned,USA,2025-11-07
2025-12-07,u0310,free,0,churned,Germany,2025-11-02
2025-12-07,u0312,free,0,active,France,2025-11-07
2025-12-07,u0313,enterprise,299,active,USA,2025-10-25
2025-12-07,u0314,free,0,active,USA,2025-10-30
2025-12-07,u0315,enterprise,0,churned,USA,2025-11-22
2025-12-07,u0316,pro,29,active,Mexico,2025-12-01
2025-12-07,u0317,pro,0,churned,Mexico,2025-10-30
2025-12-07,u0319,pro,29,active,Mexico,2025-10-19
2025-12-07,u0320,pro,29,active,Germany,2025-10-23
2025-12-07,u0321,free,0,churned,UK,2025-12-03
2025-12-07,u0322,pro,0,churned,USA,2025-12-03
2025-12-07,u0323,free,0,active,Spain,2025-11-23
2025-12-07,u0325,pro,29,active,USA,2025-10-24
2025-12-07,u0326,pro,29,active,Spain,2025-11-08
2025-12-07,u0327,free,0,active,Germany,2025-11-03
2025-12-07,u0328,pro,29,active,USA,2025-11-24
2025-12-07,u0329,free,0,active,USA,2025-11-09
2025-12-07,u0330,pro,29,active,Mexico,2025-10-14
2025-12-07,u0331,free,0,active,USA,2025-11-15
2025-12-07,u0332,free,0,churned,Japan,2025-10-28
2025-12-07,u0333,enterprise,299,active,USA,2025-11-23
2025-12-07,u0334,pro,29,active,USA,2025-11-07
2025-12-07,u0335,free,0,active,Brazil,2025-11-26
2025-12-07,u0338,pro,29,active,USA,2025-10-09
2025-12-07,u0340,free,0,active,UK,2025-12-01
2025-12-07,u0342,pro,29,active,USA,2025-10-05
2025-12-07,u0344,free,0,active,USA,2025-10-26
2025-12-07,u0347,free,0,active,UK,2025-11-20
2025-12-07,u0348,pro,29,active,USA,2025-10-31
2025-12-07,u0349,pro,29,active,Japan,2025-11-18
2025-12-07,u0350,free,0,active,Brazil,2025-12-01
2025-12-07,u0351,enterprise,299,active,Mexico,2025-10-29
2025-12-07,u0353,free,0,active,USA,2025-11-26
2025-12-07,u0354,free,0,active,Japan,2025-10-27
2025-12-07,u0356,free,0,active,Brazil,2025-12-07
2025-12-07,u0358,free,0,active,USA,2025-11-30
2025-12-07,u0359,free,0,active,Germany,2025-11-06
2025-12-07,u0360,pro,29,active,Mexico,2025-11-13
2025-12-07,u0361,free,0,active,Spain,2025-11-01
2025-12-07,u0362,free,0,active,Spain,2025-11-21
2025-12-07,u0365,free,0,active,Germany,2025-12-05
2025-12-07,u0366,enterprise,299,active,Spain,2025-11-08
2025-12-07,u0367,free,0,active,France,2025-11-18
2025-12-07,u0368,enterprise,299,active,USA,2025-10-31
2025-12-07,u0369,free,0,active,Japan,2025-10-27
2025-12-07,u0371,free,0,churned,USA,2025-10-16
2025-12-07,u0372,enterprise,299,active,UK,2025-12-04
2025-12-07,u0373,pro,29,active,Spain,2025-11-22
2025-12-07,u0374,free,0,active,Spain,2025-11-07
2025-12-07,u0375,enterprise,299,active,Brazil,2025-11-24
2025-12-07,u0376,pro,29,active,USA,2025-10-09
2025-12-07,u0377,free,0,churned,Spain,2025-11-10
2025-12-07,u0378,free,0,active,USA,2025-10-26
2025-12-07,u0379,free,0,trial,UK,2025-11-26
2025-12-07,u0381,free,0,active,Mexico,2025-11-28
2025-12-07,u0382,enterprise,299,active,USA,2025-11-05
2025-12-07,u0383,free,0,active,Spain,2025-11-30
2025-12-07,u0384,free,0,active,Japan,2025-10-23
2025-12-07,u0385,pro,29,active,Mexico,2025-12-03
2025-12-07,u0386,pro,29,active,France,2025-10-27
2025-12-07,u0387,free,0,active,Spain,2025-11-10
2025-12-07,u0388,pro,29,active,Japan,2025-11-01
2025-12-07,u0389,pro,29,active,France,2025-10-08
2025-12-07,u0390,pro,29,active,Brazil,2025-10-17
2025-12-07,u0392,free,0,active,Brazil,2025-11-14
2025-12-07,u0393,pro,0,churned,Mexico,2025-11-18
2025-12-07,u0394,pro,29,active,USA,2025-10-24
2025-12-07,u0396,free,0,churned,France,2025-11-06
2025-12-07,u0397,free,0,churned,Spain,2025-11-05
2025-12-07,u0398,pro,29,active,Spain,2025-11-01
2025-12-07,u0399,pro,29,active,Spain,2025-12-04
2025-12-07,u0400,pro,29,active,France,2025-10-28
2025-12-07,u0402,free,0,active,Spain,2025-11-25
2025-12-07,u0403,free,0,active,France,2025-11-13
2025-12-07,u0404,pro,29,active,Spain,2025-10-17
2025-12-07,u0405,free,0,churned,USA,2025-11-14
2025-12-07,u0406,free,0,churned,France,2025-11-01
2025-12-07,u0408,free,0,churned,USA,2025-11-21
2025-12-07,u0409,free,0,active,UK,2025-11-07
2025-12-07,u0410,free,0,churned,Germany,2025-10-24
2025-12-07,u0411,enterprise,299,active,USA,2025-11-01
2025-12-07,u0412,free,0,active,USA,2025-11-25
2025-12-07,u0413,free,0,active,USA,2025-12-01
2025-12-07,u0415,free,0,churned,USA,2025-11-22
2025-12-07,u0417,free,0,active,USA,2025-11-14
2025-12-07,u0418,free,0,churned,USA,2025-11-12
2025-12-07,u0419,free,0,active,USA,2025-11-13
2025-12-07,u0420,pro,29,active,USA,2025-11-04
2025-12-07,u0421,free,0,churned,USA,2025-10-13
2025-12-07,u0423,free,0,churned,USA,2025-10-03
2025-12-07,u0424,enterprise,299,active,Japan,2025-10-30
2025-12-07,u0426,free,0,active,France,2025-11-28
2025-12-07,u0428,enterprise,299,active,USA,2025-11-09
2025-12-07,u0429,enterprise,299,active,USA,2025-10-15
2025-12-07,u0430,free,0,churned,USA,2025-11-06
2025-12-07,u0433,pro,29,active,USA,2025-10-23
2025-12-07,u0434,free,0,active,USA,2025-12-06
2025-12-07,u0435,free,0,active,UK,2025-10-29
2025-12-07,u0437,free,0,active,USA,2025-10-31
2025-12-07,u0438,free,0,churned,USA,2025-10-16
2025-12-07,u0439,pro,29,active,USA,2025-11-05
2025-12-07,u0440,free,0,active,USA,2025-11-17
2025-12-07,u0442,pro,29,active,Spain,2025-11-08
2025-12-07,u0443,free,0,churned,Spain,2025-10-13
2025-12-07,u0444,pro,29,active,USA,2025-10-30
2025-12-07,u0446,pro,0,churned,France,2025-11-20
2025-12-07,u0447,enterprise,299,active,Mexico,2025-10-07
2025-12-07,u0450,free,0,active,Japan,2025-10-27
2025-12-07,u0452,pro,29,active,UK,2025-12-06
2025-12-07,u0453,pro,29,active,USA,2025-11-07
2025-12-07,u0455,pro,0,trial,USA,2025-12-04
2025-12-07,u0456,free,0,active,Germany,2025-10-25
2025-12-07,u0460,free,0,active,France,2025-11-30
2025-12-07,u0462,pro,29,active,Spain,2025-10-27
2025-12-07,u0463,free,0,active,USA,2025-11-16
2025-12-07,u0464,free,0,active,USA,2025-10-29
2025-12-07,u0465,pro,29,active,Germany,2025-11-29
2025-12-07,u0466,pro,0,churned,USA,2025-10-31
2025-12-07,u0467,free,0,active,USA,2025-10-14
2025-12-07,u0468,pro,29,active,France,2025-11-15
2025-12-07,u0469,free,0,trial,Spain,2025-11-30
2025-12-07,u0470,pro,0,churned,Japan,2025-11-01
2025-12-07,u0471,pro,29,active,Brazil,2025-11-08
2025-12-07,u0472,free,0,active,UK,2025-11-19
2025-12-07,u0473,free,0,active,USA,2025-10-23
2025-12-07,u0475,free,0,active,Japan,2025-10-24
2025-12-07,u0477,free,0,active,Spain,2025-11-16
2025-12-07,u0478,free,0,active,Brazil,2025-11-23
2025-12-07,u0480,free,0,active,Mexico,2025-11-22
2025-12-07,u0481,free,0,churned,USA,2025-11-02
2025-12-07,u0482,free,0,active,USA,2025-11-24
2025-12-07,u0485,enterprise,299,active,Japan,2025-10-23
2025-12-07,u0486,pro,0,trial,USA,2025-11-30
2025-12-07,u0487,enterprise,299,active,Germany,2025-10-05
2025-12-07,u0488,free,0,active,Germany,2025-11-18
2025-12-07,u0490,free,0,active,USA,2025-11-27
2025-12-07,u0491,free,0,active,Germany,2025-11-18
2025-12-07,u0492,pro,29,active,UK,2025-10-21
2025-12-07,u0493,pro,29,active,USA,2025-10-31
2025-12-07,u0494,free,0,active,USA,2025-12-07
2025-12-07,u0497,pro,29,active,France,2025-10-29
2025-12-07,u0498,free,0,trial,USA,2025-12-07
2025-12-07,u0500,free,0,active,USA,2025-10-28
2025-12-08,u0001,free,0,active,USA,2025-12-03
2025-12-08,u0003,free,0,churned,USA,2025-11-12
2025-12-08,u0004,free,0,active,Mexico,2025-10-20
2025-12-08,u0006,pro,29,active,Spain,2025-11-05
2025-12-08,u0008,free,0,trial,USA,2025-12-04
2025-12-08,u0009,free,0,active,UK,2025-10-20
2025-12-08,u0010,pro,29,active,USA,2025-12-03
2025-12-08,u0011,free,0,active,USA,2025-11-28
2025-12-08,u0012,free,0,active,USA,2025-11-11
2025-12-08,u0013,free,0,active,France,2025-11-17
2025-12-08,u0014,free,0,active,Spain,2025-11-05
2025-12-08,u0015,enterprise,299,active,USA,2025-11-24
2025-12-08,u0017,pro,0,trial,UK,2025-12-06
2025-12-08,u0018,pro,29,active,Brazil,2025-11-03
2025-12-08,u0019,free,0,active,USA,2025-11-21
2025-12-08,u0020,free,0,active,Japan,2025-11-07
2025-12-08,u0021,pro,0,churned,UK,2025-10-08
2025-12-08,u0022,enterprise,299,active,USA,2025-11-07
2025-12-08,u0023,free,0,active,Germany,2025-12-04
2025-12-08,u0024,free,0,active,USA,2025-11-03
2025-12-08,u0025,free,0,trial,USA,2025-11-29
2025-12-08,u0026,enterprise,0,churned,USA,2025-10-18
2025-12-08,u0027,free,0,active,Germany,2025-11-01
2025-12-08,u0028,free,0,active,Brazil,2025-11-05
2025-12-08,u0029,pro,29,active,Brazil,2025-11-12
2025-12-08,u0030,free,0,active,Brazil,2025-11-18
2025-12-08,u0032,free,0,active,France,2025-10-15
2025-12-08,u0033,free,0,trial,Spain,2025-12-05
2025-12-08,u0034,pro,29,active,Germany,2025-11-05
2025-12-08,u0035,free,0,active,France,2025-10-30
2025-12-08,u0036,enterprise,299,active,Spain,2025-10-18
2025-12-08,u0037,free,0,active,Spain,2025-12-01
2025-12-08,u0038,enterprise,299,active,Germany,2025-10-27
2025-12-08,u0039,free,0,active,UK,2025-10-24
2025-12-08,u0040,free,0,active,USA,2025-11-17
2025-12-08,u0041,free,0,active,UK,2025-11-22
2025-12-08,u0042,pro,29,active,USA,2025-11-14
2025-12-08,u0043,free,0,churned,UK,2025-10-31
2025-12-08,u0046,pro,29,active,Japan,2025-11-30
2025-12-08,u0048,free,0,active,USA,2025-11-17
2025-12-08,u0051,free,0,active,Spain,2025-11-16
2025-12-08,u0052,pro,29,active,USA,2025-12-04
2025-12-08,u0054,enterprise,0,trial,UK,2025-12-04
2025-12-08,u0056,pro,0,trial,USA,2025-12-07
2025-12-08,u0057,pro,29,active,Brazil,2025-10-24
2025-12-08,u0058,pro,29,active,Mexico,2025-11-28
2025-12-08,u0059,free,0,churned,Brazil,2025-11-14
2025-12-08,u0060,free,0,active,Brazil,2025-10-29
2025-12-08,u0062,pro,29,active,Spain,2025-11-28
2025-12-08,u0063,pro,29,active,Mexico,2025-11-08
2025-12-08,u0064,free,0,active,Brazil,2025-12-04
2025-12-08,u0065,pro,29,active,USA,2025-10-31
2025-12-08,u0066,pro,29,active,USA,2025-12-03
2025-12-08,u0067,enterprise,299,active,France,2025-10-28
2025-12-08,u0068,free,0,active,Brazil,2025-11-01
2025-12-08,u0069,free,0,active,USA,2025-12-06
2025-12-08,u0072,enterprise,299,active,UK,2025-11-23
2025-12-08,u0073,free,0,trial,Brazil,2025-12-08
2025-12-08,u0075,pro,0,churned,UK,2025-10-27
2025-12-08,u0077,free,0,active,USA,2025-10-09
2025-12-08,u0079,free,0,active,Brazil,2025-10-30
2025-12-08,u0080,pro,0,churned,USA,2025-11-16
2025-12-08,u0081,pro,29,active,Germany,2025-10-23
2025-12-08,u0084,free,0,active,USA,2025-11-13
2025-12-08,u0088,free,0,churned,USA,2025-10-13
2025-12-08,u0090,free,0,churned,USA,2025-10-20
2025-12-08,u0091,free,0,active,Germany,2025-12-04
2025-12-08,u0092,enterprise,299,active,USA,2025-10-28
2025-12-08,u0093,free,0,active,Spain,2025-11-21
2025-12-08,u0094,free,0,churned,USA,2025-10-08
2025-12-08,u0095,free,0,active,Spain,2025-11-27
2025-12-08,u0096,free,0,active,USA,2025-10-12
2025-12-08,u0097,free,0,active,Germany,2025-11-17
2025-12-08,u0098,free,0,active,France,2025-10-29
2025-12-08,u0099,pro,29,active,UK,2025-10-24
2025-12-08,u0100,free,0,churned,USA,2025-10-13
2025-12-08,u0101,free,0,active,UK,2025-11-15
2025-12-08,u0102,enterprise,299,active,Brazil,2025-11-25
2025-12-08,u0103,enterprise,299,active,UK,2025-10-25
2025-12-08,u0104,free,0,active,Spain,2025-10-09
2025-12-08,u0105,free,0,active,UK,2025-10-12
2025-12-08,u0108,enterprise,299,active,Japan,2025-10-05
2025-12-08,u0111,free,0,active,Brazil,2025-12-06
2025-12-08,u0113,free,0,active,UK,2025-10-28
2025-12-08,u0114,pro,29,active,USA,2025-11-11
2025-12-08,u0115,pro,29,active,Mexico,2025-12-04
2025-12-08,u0116,free,0,active,UK,2025-11-18
2025-12-08,u0117,free,0,active,Mexico,2025-11-24
2025-12-08,u0118,free,0,trial,France,2025-11-27
2025-12-08,u0119,free,0,active,USA,2025-11-18
2025-12-08,u0120,free,0,churned,UK,2025-10-06
2025-12-08,u0122,free,0,active,Germany,2025-11-26
2025-12-08,u0124,free,0,active,USA,2025-11-04
2025-12-08,u0125,free,0,churned,USA,2025-11-16
2025-12-08,u0126,free,0,churned,USA,2025-10-22
2025-12-08,u0127,pro,29,active,USA,2025-10-25
2025-12-08,u0129,pro,29,active,USA,2025-10-21
2025-12-08,u0130,pro,29,active,France,2025-11-17
2025-12-08,u0133,free,0,churned,USA,2025-10-20
2025-12-08,u0135,free,0,active,Germany,2025-11-18
2025-12-08,u0136,free,0,active,USA,2025-11-19
2025-12-08,u0137,pro,29,active,Mexico,2025-11-04
2025-12-08,u0138,free,0,active,Germany,2025-10-25
2025-12-08,u0139,enterprise,299,active,France,2025-11-10
2025-12-08,u0142,free,0,active,USA,2025-10-11
2025-12-08,u0143,free,0,active,Germany,2025-11-23
2025-12-08,u0146,free,0,churned,USA,2025-10-17
2025-12-08,u0147,free,0,churned,Germany,2025-11-11
2025-12-08,u0149,pro,29,active,USA,2025-11-02
2025-12-08,u0150,free,0,churned,USA,2025-11-15
2025-12-08,u0153,pro,29,active,USA,2025-11-24
2025-12-08,u0154,free,0,active,Brazil,2025-12-08
2025-12-08,u0157,pro,29,active,USA,2025-11-25
2025-12-08,u0158,pro,29,active,USA,2025-11-11
2025-12-08,u0159,free,0,churned,Brazil,2025-11-02
2025-12-08,u0162,free,0,active,USA,2025-10-22
2025-12-08,u0163,free,0,active,USA,2025-10-25
2025-12-08,u0164,free,0,active,Japan,2025-11-12
2025-12-08,u0166,free,0,active,USA,2025-11-14
2025-12-08,u0167,free,0,active,Japan,2025-11-08
2025-12-08,u0170,enterprise,299,active,Mexico,2025-11-06
2025-12-08,u0171,free,0,active,USA,2025-11-06
2025-12-08,u0172,pro,29,active,USA,2025-10-26
2025-12-08,u0173,pro,29,active,USA,2025-11-01
2025-12-08,u0174,pro,29,active,Germany,2025-11-08
2025-12-08,u0175,pro,29,active,France,2025-11-30
2025-12-08,u0176,free,0,active,Mexico,2025-11-10
2025-12-08,u0177,pro,29,active,Japan,2025-11-01
2025-12-08,u0178,pro,29,active,USA,2025-10-12
2025-12-08,u0179,pro,29,active,Brazil,2025-11-02
2025-12-08,u0180,pro,29,active,UK,2025-11-03
2025-12-08,u0182,free,0,active,USA,2025-10-29
2025-12-08,u0184,pro,29,active,USA,2025-11-11
2025-12-08,u0185,enterprise,299,active,USA,2025-12-04
2025-12-08,u0186,free,0,active,USA,2025-12-07
2025-12-08,u0187,free,0,active,USA,2025-11-12
2025-12-08,u0188,enterprise,299,active,USA,2025-10-11
2025-12-08,u0189,pro,29,active,Germany,2025-11-19
2025-12-08,u0190,free,0,churned,USA,2025-11-11
2025-12-08,u0191,free,0,active,UK,2025-10-16
2025-12-08,u0194,free,0,active,Spain,2025-10-25
2025-12-08,u0196,free,0,active,USA,2025-11-22
2025-12-08,u0198,free,0,active,UK,2025-12-07
2025-12-08,u0199,free,0,trial,Mexico,2025-11-29
2025-12-08,u0201,enterprise,0,churned,USA,2025-11-07
2025-12-08,u0203,free,0,churned,USA,2025-11-16
2025-12-08,u0205,enterprise,299,active,Spain,2025-10-13
2025-12-08,u0207,free,0,active,France,2025-11-17
2025-12-08,u0209,free,0,active,Spain,2025-10-25
2025-12-08,u0210,free,0,active,Germany,2025-11-13
2025-12-08,u0211,pro,0,churned,USA,2025-10-25
2025-12-08,u0212,pro,29,active,Spain,2025-11-25
2025-12-08,u0213,free,0,active,USA,2025-10-10
2025-12-08,u0216,free,0,active,USA,2025-11-02
2025-12-08,u0217,pro,29,active,Spain,2025-11-03
2025-12-08,u0218,pro,29,active,Japan,2025-11-10
2025-12-08,u0219,free,0,churned,Germany,2025-10-29
2025-12-08,u0221,pro,0,churned,Spain,2025-11-10
2025-12-08,u0223,pro,29,active,Brazil,2025-10-25
2025-12-08,u0224,pro,29,active,Mexico,2025-11-10
2025-12-08,u0225,free,0,churned,USA,2025-10-20
2025-12-08,u0226,free,0,active,USA,2025-10-31
2025-12-08,u0227,free,0,active,Spain,2025-10-15
2025-12-08,u0232,pro,29,active,France,2025-11-07
2025-12-08,u0234,free,0,active,Japan,2025-11-21
2025-12-08,u0235,pro,29,active,Japan,2025-11-22
2025-12-08,u0238,free,0,active,UK,2025-11-08
2025-12-08,u0239,free,0,active,USA,2025-11-14
2025-12-08,u0240,free,0,active,UK,2025-11-13
2025-12-08,u0242,free,0,active,Brazil,2025-11-08
2025-12-08,u0243,free,0,active,UK,2025-11-18
2025-12-08,u0245,free,0,active,UK,2025-10-10
2025-12-08,u0246,free,0,active,USA,2025-11-19
2025-12-08,u0247,pro,0,churned,Brazil,2025-11-03
2025-12-08,u0249,pro,29,active,USA,2025-10-18
2025-12-08,u0250,free,0,active,USA,2025-11-16
2025-12-08,u0252,pro,0,trial,USA,2025-12-01
2025-12-08,u0253,pro,29,active,Brazil,2025-12-08
2025-12-08,u0254,free,0,active,USA,2025-11-26
2025-12-08,u0256,pro,29,active,USA,2025-11-17
2025-12-08,u0258,free,0,active,USA,2025-11-08
2025-12-08,u0260,enterprise,299,active,USA,2025-11-16
2025-12-08,u0262,pro,29,active,UK,2025-11-03
2025-12-08,u0264,free,0,churned,France,2025-11-20
2025-12-08,u0265,pro,29,active,Japan,2025-10-05
2025-12-08,u0266,free,0,active,Spain,2025-11-22
2025-12-08,u0267,free,0,active,France,2025-12-03
2025-12-08,u0268,pro,29,active,Brazil,2025-11-13
2025-12-08,u0269,pro,29,active,Mexico,2025-10-21
2025-12-08,u0271,free,0,active,Germany,2025-12-02
2025-12-08,u0272,enterprise,0,churned,France,2025-11-05
2025-12-08,u0273,pro,29,active,USA,2025-10-25
2025-12-08,u0274,free,0,churned,Japan,2025-12-06
2025-12-08,u0277,free,0,active,France,2025-10-22
2025-12-08,u0278,enterprise,299,active,USA,2025-11-14
2025-12-08,u0279,enterprise,0,churned,USA,2025-11-22
2025-12-08,u0280,free,0,active,Mexico,2025-11-15
2025-12-08,u0281,pro,29,active,France,2025-11-08
2025-12-08,u0282,enterprise,299,active,Brazil,2025-11-16
2025-12-08,u0284,free,0,active,UK,2025-11-02
2025-12-08,u0285,free,0,churned,Spain,2025-12-01
2025-12-08,u0286,free,0,trial,France,2025-11-26
2025-12-08,u0287,free,0,active,USA,2025-10-16
2025-12-08,u0288,free,0,active,USA,2025-10-22
2025-12-08,u0290,enterprise,0,churned,USA,2025-11-09
2025-12-08,u0291,free,0,churned,Spain,2025-10-09
2025-12-08,u0292,pro,0,churned,Germany,2025-10-31
2025-12-08,u0293,free,0,active,USA,2025-12-04
2025-12-08,u0294,pro,29,active,UK,2025-11-20
2025-12-08,u0295,free,0,active,USA,2025-10-22
2025-12-08,u0299,free,0,active,USA,2025-10-08
2025-12-08,u0300,enterprise,299,active,France,2025-11-03
2025-12-08,u0302,free,0,active,Brazil,2025-11-27
2025-12-08,u0303,enterprise,299,active,USA,2025-10-31
2025-12-08,u0306,free,0,active,Spain,2025-11-18
2025-12-08,u0307,free,0,churned,USA,2025-11-07
2025-12-08,u0310,free,0,churned,Germany,2025-11-02
2025-12-08,u0312,free,0,active,France,2025-11-07
2025-12-08,u0313,enterprise,299,active,USA,2025-10-25
2025-12-08,u0314,free,0,active,USA,2025-10-30
2025-12-08,u0315,enterprise,0,churned,USA,2025-11-22
2025-12-08,u0316,pro,29,active,Mexico,2025-12-01
2025-12-08,u0317,pro,0,churned,Mexico,2025-10-30
2025-12-08,u0319,pro,29,active,Mexico,2025-10-19
2025-12-08,u0320,pro,29,active,Germany,2025-10-23
2025-12-08,u0321,free,0,churned,UK,2025-12-03
2025-12-08,u0322,pro,0,churned,USA,2025-12-03
2025-12-08,u0323,free,0,active,Spain,2025-11-23
2025-12-08,u0325,pro,29,active,USA,2025-10-24
2025-12-08,u0326,pro,29,active,Spain,2025-11-08
2025-12-08,u0327,free,0,active,Germany,2025-11-03
2025-12-08,u0328,pro,29,active,USA,2025-11-24
2025-12-08,u0329,free,0,active,USA,2025-11-09
2025-12-08,u0330,pro,29,active,Mexico,2025-10-14
2025-12-08,u0331,free,0,active,USA,2025-11-15
2025-12-08,u0332,free,0,churned,Japan,2025-10-28
2025-12-08,u0333,enterprise,299,active,USA,2025-11-23
2025-12-08,u0334,pro,29,active,USA,2025-11-07
2025-12-08,u0335,free,0,active,Brazil,2025-11-26
2025-12-08,u0338,pro,29,active,USA,2025-10-09
2025-12-08,u0340,free,0,active,UK,2025-12-01
2025-12-08,u0342,pro,29,active,USA,2025-10-05
2025-12-08,u0344,free,0,active,USA,2025-10-26
2025-12-08,u0347,free,0,active,UK,2025-11-20
2025-12-08,u0348,pro,29,active,USA,2025-10-31
2025-12-08,u0349,pro,29,active,Japan,2025-11-18
2025-12-08,u0350,free,0,active,Brazil,2025-12-01
2025-12-08,u0351,enterprise,299,active,Mexico,2025-10-29
2025-12-08,u0353,free,0,active,USA,2025-11-26
2025-12-08,u0354,free,0,active,Japan,2025-10-27
2025-12-08,u0356,free,0,active,Brazil,2025-12-07
2025-12-08,u0358,free,0,active,USA,2025-11-30
2025-12-08,u0359,free,0,active,Germany,2025-11-06
2025-12-08,u0360,pro,29,active,Mexico,2025-11-13
2025-12-08,u0361,free,0,active,Spain,2025-11-01
2025-12-08,u0362,free,0,active,Spain,2025-11-21
2025-12-08,u0365,free,0,active,Germany,2025-12-05
2025-12-08,u0366,enterprise,299,active,Spain,2025-11-08
2025-12-08,u0367,free,0,active,France,2025-11-18
2025-12-08,u0368,enterprise,299,active,USA,2025-10-31
2025-12-08,u0369,free,0,active,Japan,2025-10-27
2025-12-08,u0371,free,0,churned,USA,2025-10-16
2025-12-08,u0372,enterprise,299,active,UK,2025-12-04
2025-12-08,u0373,pro,29,active,Spain,2025-11-22
2025-12-08,u0374,free,0,active,Spain,2025-11-07
2025-12-08,u0375,enterprise,299,active,Brazil,2025-11-24
2025-12-08,u0376,pro,29,active,USA,2025-10-09
2025-12-08,u0377,free,0,churned,Spain,2025-11-10
2025-12-08,u0378,free,0,active,USA,2025-10-26
2025-12-08,u0379,free,0,trial,UK,2025-11-26
2025-12-08,u0381,free,0,active,Mexico,2025-11-28
2025-12-08,u0382,enterprise,299,active,USA,2025-11-05
2025-12-08,u0383,free,0,active,Spain,2025-11-30
2025-12-08,u0384,free,0,active,Japan,2025-10-23
2025-12-08,u0385,pro,29,active,Mexico,2025-12-03
2025-12-08,u0386,pro,29,active,France,2025-10-27
2025-12-08,u0387,free,0,active,Spain,2025-11-10
2025-12-08,u0388,pro,29,active,Japan,2025-11-01
2025-12-08,u0389,pro,29,active,France,2025-10-08
2025-12-08,u0390,pro,29,active,Brazil,2025-10-17
2025-12-08,u0392,free,0,active,Brazil,2025-11-14
2025-12-08,u0393,pro,0,churned,Mexico,2025-11-18
2025-12-08,u0394,pro,29,active,USA,2025-10-24
2025-12-08,u0396,free,0,churned,France,2025-11-06
2025-12-08,u0397,free,0,churned,Spain,2025-11-05
2025-12-08,u0398,pro,29,active,Spain,2025-11-01
2025-12-08,u0399,pro,29,active,Spain,2025-12-04
