cobertura_tech,n_techs_match,diff_nivel,diff_anos,tiene_cloud_si_pide,falta_cloud,tiene_docker_si_pide,falta_docker,tiene_sql_si_pide,falta_sql,ingles_ok,llm_match,n_proyectos,anos_experiencia,score_claude,candidato_json,oferta_json
0.5,2,0,0.5,1,0,0,1,0,0,0,1,2,1.3,62,"{""nivel"": ""junior"", ""anos_experiencia"": 1.3, ""stack"": [""RAG"", ""Haystack"", ""AutoGen"", ""Django"", ""SQLAlchemy"", ""TensorFlow"", ""Azure Functions""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""intermedio"", ""n_proyectos_produccion"": 2, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.8, ""tecnologias_requeridas"": [""ChromaDB"", ""RAG"", ""Django"", ""Celery""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": false}"
0.167,1,-1,-0.3,1,0,0,1,0,0,0,0,4,0.8,32,"{""nivel"": ""junior"", ""anos_experiencia"": 0.8, ""stack"": [""Haystack"", ""LlamaIndex"", ""AutoGen"", ""Redis"", ""NumPy"", ""AWS EC2""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 4, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.1, ""tecnologias_requeridas"": [""AutoGen"", ""MongoDB"", ""Flask"", ""ChromaDB"", ""PostgreSQL"", ""Docker""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""fintech"", ""remoto"": false}"
0.333,3,-1,-0.2,1,0,0,1,0,0,1,1,3,1.0,42,"{""nivel"": ""junior"", ""anos_experiencia"": 1.0, ""stack"": [""RAG"", ""CrewAI"", ""LlamaIndex"", ""Langfuse"", ""FastAPI"", ""Docker"", ""AWS Lambda""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.2, ""tecnologias_requeridas"": [""Langfuse"", ""Redis"", ""CrewAI"", ""LangGraph"", ""Docker"", ""Celery"", ""LangChain"", ""pgvector"", ""PostgreSQL""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": true}"
0.286,2,-1,-0.2,0,0,0,0,1,0,1,0,1,1.3,52,"{""nivel"": ""junior"", ""anos_experiencia"": 1.3, ""stack"": [""CrewAI"", ""LangChain"", ""Redis"", ""FastAPI"", ""Django"", ""sklearn"", ""Pandas"", ""Azure App Service""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 1, ""n_agentes_ia"": 4, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.5, ""tecnologias_requeridas"": [""FastAPI"", ""Docker"", ""PostgreSQL"", ""LlamaIndex"", ""AutoGen"", ""CrewAI"", ""Haystack""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""startup"", ""remoto"": false}"
0.167,1,0,-0.6,0,1,0,1,1,0,1,1,4,0.0,42,"{""nivel"": ""junior"", ""anos_experiencia"": 0.0, ""stack"": [""Haystack"", ""RAG"", ""CrewAI"", ""Celery"", ""Redis"", ""Flask"", ""SQLAlchemy""], ""tiene_cloud"": false, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 4, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.6, ""tecnologias_requeridas"": [""FastAPI"", ""CrewAI"", ""ChromaDB"", ""Langfuse"", ""Django"", ""PostgreSQL""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""startup"", ""remoto"": false}"
0.429,6,-2,-2.8,0,0,0,1,1,0,1,0,3,1.7,28,"{""nivel"": ""junior"", ""anos_experiencia"": 1.7, ""stack"": [""AutoGen"", ""pgvector"", ""LlamaIndex"", ""LangGraph"", ""Celery"", ""SQLAlchemy"", ""Django"", ""NumPy"", ""HuggingFace""], ""tiene_cloud"": false, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 4.5, ""tecnologias_requeridas"": [""Haystack"", ""LlamaIndex"", ""AutoGen"", ""LangChain"", ""FastAPI"", ""Celery"", ""PostgreSQL"", ""pgvector"", ""Flask"", ""Django"", ""Kubernetes"", ""Redis"", ""RAG"", ""SQLAlchemy""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""startup"", ""remoto"": true}"
0.6,3,0,0.0,1,0,0,0,0,1,1,1,5,2.1,72,"{""nivel"": ""mid"", ""anos_experiencia"": 2.1, ""stack"": [""Haystack"", ""LangChain"", ""CrewAI"", ""Docker"", ""PostgreSQL"", ""Kubernetes"", ""MongoDB"", ""HuggingFace"", ""AWS EC2""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""intermedio"", ""n_proyectos_produccion"": 5, ""n_agentes_ia"": 2, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.1, ""tecnologias_requeridas"": [""RAG"", ""CrewAI"", ""Docker"", ""pgvector"", ""Haystack""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.143,1,-1,-0.4,0,0,1,0,1,0,1,0,1,1.6,38,"{""nivel"": ""junior"", ""anos_experiencia"": 1.6, ""stack"": [""ChromaDB"", ""Redis"", ""GCP Cloud Run""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""intermedio"", ""n_proyectos_produccion"": 1, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.0, ""tecnologias_requeridas"": [""SQLAlchemy"", ""AutoGen"", ""ChromaDB"", ""RAG"", ""CrewAI"", ""FastAPI"", ""MongoDB""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""startup"", ""remoto"": false}"
0.1,1,-1,-4.3,1,0,1,0,0,0,1,0,8,2.4,28,"{""nivel"": ""mid"", ""anos_experiencia"": 2.4, ""stack"": [""PostgreSQL"", ""SQLAlchemy"", ""FastAPI"", ""Flask"", ""PyTorch"", ""TensorFlow"", ""GCP BigQuery""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 8, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 6.7, ""tecnologias_requeridas"": [""RAG"", ""Flask"", ""Haystack"", ""Docker"", ""LangChain"", ""Redis"", ""Django"", ""ChromaDB"", ""LangGraph"", ""Kubernetes""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": false}"
0.125,1,-1,-2.6,1,0,0,1,1,0,1,1,4,2.5,28,"{""nivel"": ""mid"", ""anos_experiencia"": 2.5, ""stack"": [""LlamaIndex"", ""LangGraph"", ""CrewAI"", ""AutoGen"", ""Django"", ""FastAPI"", ""Flask"", ""Docker"", ""AWS S3""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 4, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 5.1, ""tecnologias_requeridas"": [""ChromaDB"", ""MongoDB"", ""Langfuse"", ""Haystack"", ""Celery"", ""SQLAlchemy"", ""Flask"", ""pgvector""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""healthtech"", ""remoto"": true}"
0.1,1,0,1.9,1,0,0,0,0,1,1,0,7,4.5,42,"{""nivel"": ""mid"", ""anos_experiencia"": 4.5, ""stack"": [""LlamaIndex"", ""Haystack"", ""Kubernetes"", ""Matplotlib"", ""NumPy"", ""TensorFlow"", ""AWS Lambda"", ""GCP BigQuery""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 7, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.6, ""tecnologias_requeridas"": [""AutoGen"", ""SQLAlchemy"", ""Redis"", ""CrewAI"", ""LlamaIndex"", ""Flask"", ""ChromaDB"", ""LangChain"", ""pgvector"", ""Langfuse""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": true}"
0.25,1,2,7.7,0,0,1,0,0,0,1,0,10,8.4,72,"{""nivel"": ""senior"", ""anos_experiencia"": 8.4, ""stack"": [""LlamaIndex"", ""Kubernetes"", ""GCP Cloud Run"", ""AWS S3""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 10, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.7, ""tecnologias_requeridas"": [""FastAPI"", ""ChromaDB"", ""CrewAI"", ""Kubernetes""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.2,1,1,5.2,0,0,0,1,1,0,0,0,7,7.2,52,"{""nivel"": ""senior"", ""anos_experiencia"": 7.2, ""stack"": [""CrewAI"", ""SQLAlchemy"", ""Docker"", ""Redis"", ""PyTorch"", ""TensorFlow"", ""HuggingFace""], ""tiene_cloud"": false, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 7, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.0, ""tecnologias_requeridas"": [""PostgreSQL"", ""RAG"", ""CrewAI"", ""LangChain"", ""LangGraph""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.0,0,0,0.8,0,0,0,0,1,0,0,0,2,1.5,32,"{""nivel"": ""junior"", ""anos_experiencia"": 1.5, ""stack"": [""Flask"", ""FastAPI"", ""TensorFlow""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""intermedio"", ""n_proyectos_produccion"": 2, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.7, ""tecnologias_requeridas"": [""LlamaIndex"", ""Haystack"", ""Celery"", ""pgvector""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": true}"
0.2,2,1,8.7,1,0,0,0,0,0,0,0,10,10.2,45,"{""nivel"": ""senior"", ""anos_experiencia"": 10.2, ""stack"": [""CrewAI"", ""AutoGen"", ""LlamaIndex"", ""SQLAlchemy"", ""Docker"", ""HuggingFace"", ""Azure App Service""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 10, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.5, ""tecnologias_requeridas"": [""Kubernetes"", ""PostgreSQL"", ""Langfuse"", ""LangGraph"", ""Redis"", ""ChromaDB"", ""Flask"", ""SQLAlchemy"", ""MongoDB"", ""AutoGen""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""startup"", ""remoto"": true}"
0.167,2,0,0.6,1,0,0,0,0,1,1,0,8,5.9,42,"{""nivel"": ""senior"", ""anos_experiencia"": 5.9, ""stack"": [""ChromaDB"", ""LangChain"", ""CrewAI"", ""Flask"", ""SQLAlchemy"", ""sklearn"", ""GCP Cloud Run"", ""AWS Lambda""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 8, ""n_agentes_ia"": 2, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 5.3, ""tecnologias_requeridas"": [""Celery"", ""Haystack"", ""pgvector"", ""CrewAI"", ""SQLAlchemy"", ""RAG"", ""Kubernetes"", ""Langfuse"", ""Redis"", ""AutoGen"", ""Django"", ""MongoDB""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""healthtech"", ""remoto"": true}"
0.4,4,1,3.5,0,0,0,0,0,0,1,0,15,6.2,72,"{""nivel"": ""senior"", ""anos_experiencia"": 6.2, ""stack"": [""pgvector"", ""LlamaIndex"", ""ChromaDB"", ""Docker"", ""Kubernetes"", ""SQLAlchemy"", ""AWS S3"", ""Azure Functions""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 15, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.7, ""tecnologias_requeridas"": [""Flask"", ""Kubernetes"", ""Redis"", ""RAG"", ""PostgreSQL"", ""SQLAlchemy"", ""pgvector"", ""LlamaIndex"", ""LangGraph"", ""Haystack""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.429,3,0,1.5,0,0,0,1,1,0,0,1,7,4.3,62,"{""nivel"": ""mid"", ""anos_experiencia"": 4.3, ""stack"": [""CrewAI"", ""LangChain"", ""AutoGen"", ""SQLAlchemy"", ""Celery"", ""Kubernetes"", ""Redis"", ""TensorFlow"", ""NumPy"", ""PyTorch"", ""AWS Lambda"", ""Azure Functions""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 7, ""n_agentes_ia"": 6, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.8, ""tecnologias_requeridas"": [""Langfuse"", ""Celery"", ""SQLAlchemy"", ""Kubernetes"", ""Haystack"", ""Docker"", ""ChromaDB""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": false}"
0.214,3,-1,-1.6,0,1,1,0,1,0,1,0,6,2.9,35,"{""nivel"": ""mid"", ""anos_experiencia"": 2.9, ""stack"": [""Langfuse"", ""LlamaIndex"", ""RAG"", ""ChromaDB"", ""Django"", ""FastAPI"", ""TensorFlow"", ""PyTorch""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 6, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 4.5, ""tecnologias_requeridas"": [""RAG"", ""Flask"", ""FastAPI"", ""ChromaDB"", ""Redis"", ""Haystack"", ""SQLAlchemy"", ""MongoDB"", ""LangGraph"", ""CrewAI"", ""LangChain"", ""AutoGen"", ""PostgreSQL"", ""Docker""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""ecommerce"", ""remoto"": true}"
0.167,1,0,2.0,0,0,0,0,1,0,0,0,8,4.4,38,"{""nivel"": ""mid"", ""anos_experiencia"": 4.4, ""stack"": [""ChromaDB"", ""Kubernetes"", ""PostgreSQL"", ""TensorFlow"", ""PyTorch"", ""Pandas""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""intermedio"", ""n_proyectos_produccion"": 8, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.4, ""tecnologias_requeridas"": [""AutoGen"", ""Docker"", ""LangGraph"", ""Redis"", ""PostgreSQL"", ""CrewAI""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""edtech"", ""remoto"": true}"
0.2,1,0,0.4,1,0,0,0,0,0,0,1,4,3.1,42,"{""nivel"": ""mid"", ""anos_experiencia"": 3.1, ""stack"": [""LangChain"", ""AutoGen"", ""Django"", ""NumPy"", ""XGBoost"", ""GCP BigQuery""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 4, ""n_agentes_ia"": 2, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.7, ""tecnologias_requeridas"": [""PostgreSQL"", ""Haystack"", ""Kubernetes"", ""Flask"", ""AutoGen""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": false}"
0.154,2,0,1.9,0,0,1,0,0,0,0,1,7,5.3,52,"{""nivel"": ""senior"", ""anos_experiencia"": 5.3, ""stack"": [""LlamaIndex"", ""Haystack"", ""LangGraph"", ""Kubernetes"", ""NumPy"", ""HuggingFace"", ""sklearn"", ""AWS S3""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 7, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 3.4, ""tecnologias_requeridas"": [""PostgreSQL"", ""AutoGen"", ""CrewAI"", ""FastAPI"", ""Flask"", ""SQLAlchemy"", ""RAG"", ""Docker"", ""LangGraph"", ""ChromaDB"", ""pgvector"", ""Redis"", ""Kubernetes""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""edtech"", ""remoto"": true}"
0.4,2,1,3.8,0,1,0,1,0,1,1,0,5,4.1,45,"{""nivel"": ""mid"", ""anos_experiencia"": 4.1, ""stack"": [""Haystack"", ""CrewAI"", ""Kubernetes"", ""Redis"", ""Docker"", ""Matplotlib"", ""XGBoost""], ""tiene_cloud"": false, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 5, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.3, ""tecnologias_requeridas"": [""pgvector"", ""LangGraph"", ""Celery"", ""Kubernetes"", ""Redis""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""edtech"", ""remoto"": true}"
0.167,1,-1,-1.0,1,0,0,0,1,0,1,1,3,1.7,52,"{""nivel"": ""junior"", ""anos_experiencia"": 1.7, ""stack"": [""AutoGen"", ""CrewAI"", ""RAG"", ""Kubernetes"", ""Flask"", ""Docker"", ""Azure App Service"", ""AWS S3""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.7, ""tecnologias_requeridas"": [""MongoDB"", ""SQLAlchemy"", ""Celery"", ""Langfuse"", ""LangChain"", ""Kubernetes""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.111,1,-1,-0.5,1,0,0,1,0,0,0,0,3,1.4,22,"{""nivel"": ""junior"", ""anos_experiencia"": 1.4, ""stack"": [""Redis"", ""Docker"", ""MongoDB"", ""Django"", ""AWS S3"", ""AWS EC2""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.9, ""tecnologias_requeridas"": [""PostgreSQL"", ""Kubernetes"", ""Langfuse"", ""LangChain"", ""RAG"", ""ChromaDB"", ""AutoGen"", ""Django"", ""SQLAlchemy""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""ecommerce"", ""remoto"": true}"
0.333,1,0,-0.2,0,0,1,0,0,0,1,0,3,0.1,72,"{""nivel"": ""junior"", ""anos_experiencia"": 0.1, ""stack"": [""RAG"", ""Docker"", ""Redis"", ""PostgreSQL"", ""Django""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.3, ""tecnologias_requeridas"": [""LlamaIndex"", ""LangChain"", ""Redis""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""fintech"", ""remoto"": false}"
0.222,2,0,1.1,0,0,1,0,0,0,0,1,6,3.9,68,"{""nivel"": ""mid"", ""anos_experiencia"": 3.9, ""stack"": [""LangChain"", ""CrewAI"", ""pgvector"", ""FastAPI"", ""TensorFlow"", ""NumPy"", ""Pandas""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""intermedio"", ""n_proyectos_produccion"": 6, ""n_agentes_ia"": 4, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.8, ""tecnologias_requeridas"": [""ChromaDB"", ""MongoDB"", ""FastAPI"", ""Langfuse"", ""SQLAlchemy"", ""Redis"", ""AutoGen"", ""Django"", ""pgvector""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": true}"
0.4,4,-1,-2.7,1,0,0,0,0,1,0,1,2,0.0,18,"{""nivel"": ""junior"", ""anos_experiencia"": 0.0, ""stack"": [""pgvector"", ""RAG"", ""Kubernetes"", ""Docker"", ""Redis"", ""MongoDB"", ""AWS Lambda"", ""GCP BigQuery""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 2, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.7, ""tecnologias_requeridas"": [""Kubernetes"", ""pgvector"", ""LangChain"", ""MongoDB"", ""Haystack"", ""FastAPI"", ""PostgreSQL"", ""AutoGen"", ""CrewAI"", ""Docker""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""healthtech"", ""remoto"": true}"
0.143,1,-1,0.3,0,1,1,0,0,0,1,1,2,1.7,42,"{""nivel"": ""junior"", ""anos_experiencia"": 1.7, ""stack"": [""RAG"", ""PostgreSQL"", ""Kubernetes"", ""TensorFlow""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 2, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.4, ""tecnologias_requeridas"": [""Langfuse"", ""FastAPI"", ""AutoGen"", ""LangGraph"", ""pgvector"", ""Kubernetes"", ""Docker""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.375,3,-1,-0.1,0,0,0,0,1,0,1,1,3,2.0,45,"{""nivel"": ""junior"", ""anos_experiencia"": 2.0, ""stack"": [""AutoGen"", ""LangChain"", ""ChromaDB"", ""Redis"", ""Flask"", ""sklearn"", ""NumPy"", ""Azure App Service""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 6, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.1, ""tecnologias_requeridas"": [""LlamaIndex"", ""AutoGen"", ""LangGraph"", ""Flask"", ""RAG"", ""Redis"", ""MongoDB"", ""Django""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""ecommerce"", ""remoto"": false}"
0.0,0,1,2.2,1,0,0,0,0,0,1,0,3,2.7,72,"{""nivel"": ""mid"", ""anos_experiencia"": 2.7, ""stack"": [""pgvector"", ""CrewAI"", ""PostgreSQL"", ""Kubernetes"", ""Flask"", ""Docker"", ""HuggingFace"", ""GCP Cloud Run"", ""GCP BigQuery""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.5, ""tecnologias_requeridas"": [""LangGraph"", ""MongoDB"", ""Langfuse"", ""RAG""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""fintech"", ""remoto"": true}"
